Price,House_Type,Area_in_sq_ft,No._of_Bedrooms,Location,City/County
5500000,Flat / Apartment,2651,4,124 Knightsbridge,London
1300000,Flat / Apartment,832,2,Chelsea Manor Gardens,London
900000,House,1253,3,,London
1500000,Flat / Apartment,1107,3,,London
1075000,Duplex,1295,3,,London
1150000,Flat / Apartment,928,2,Little Venice,London
2950000,House,3953,4,Barnes,London
2795000,House,2768,4,Battersea,London
1150000,Flat / Apartment,1100,3,Richmond Way,London
1200000,House,1813,4,Thames Ditton,Surrey
2850000,House,1543,3,,London
1900000,House,2090,4,Ravenscourt Park,London
550000,Flat / Apartment,517,1,Hammersmith,London
1550000,House,1777,4,Wandsworth,London
2195000,House,3467,5,Teddington,Middlesex
1000000,Flat / Apartment,902,1, Shoreditch,London
2500000,New development,3682,5,Blackheath,London
895000,House,1305,3,,London
650000,Flat / Apartment,797,2,45 East Hill,London
4150000,Flat / Apartment,1504,2,,London
1950000,Flat / Apartment,1883,3,Hampstead,London
1195000,House,2389,4, Esher,Surrey
2750000,Flat / Apartment,1821,4,Old Brompton Road,London
550000,Flat / Apartment,529,2,,London
1500000,House,1860,4,,London
1950000,House,2090,4,,London
2150000,Flat / Apartment,1830,4,,London
2800000,House,2682,5,Fulham,London
750000,Flat / Apartment,816,2,,London
7000000,House,6388,8,East Sheen,London
395000,Flat / Apartment,553,1,Greenwich,London
685000,Flat / Apartment,661,2,Maida Vale,London
795000,Flat / Apartment,986,2,21 Ravenscourt Gardens,London
699950,House,1029,3,,London
600000,Flat / Apartment,570,2,14 Lanark Road,London
625000,Flat / Apartment,616,2,,London
775000,Flat / Apartment,832,3,Knighten Street,London
1175000,Flat / Apartment,880,2,3 Wood Crescent,London
1200000,House,1449,4,,London
3000000,Flat / Apartment,1901,4,Primrose Hill,London
1895000,House,1772,4,Richmond,Surrey
975000,Flat / Apartment,787,2,Maida Vale,London
2650000,Penthouse,2402,5,Highgate,London
575000,Flat / Apartment,793,3, Barnes,London
3750000,Flat / Apartment,1657,3,,London
730000,Flat / Apartment,893,2,,London
1095000,House,1268,3,,London
4400000,House,2087,4,Belgravia,London
1850000,House,1625,4,,London
1100000,Flat / Apartment,908,2,Hampstead,London
430000,Flat / Apartment,826,2, Esher,Surrey
1495000,Flat / Apartment,971,2,The Little Boltons,London
375000,Flat / Apartment,504,1,,London
425000,Flat / Apartment,473,1,,London
675000,Flat / Apartment,767,2,,London
3250000,House,3203,5,Barnes,London
599950,Flat / Apartment,680,2,Edgeley Road,London
1795000,House,2336,5,,London
1495000,House,2322,4,Brentford,Middlesex
1000000,Flat / Apartment,1380,2,,London
940000,Flat / Apartment,1155,2,Putney,London
399950,Flat / Apartment,305,1,Wimbledon,London
365000,Flat / Apartment,415,1,60 Fairfield Road,London
750000,Flat / Apartment,892,2,Maida Vale,London
1850000,House,2247,5,Wandsworth,London
1825000,House,3918,6,Stapleford Abbotts,Romford
1000000,Flat / Apartment,892,2,Primrose Hill,London
1275000,Flat / Apartment,675,2,,London
2250000,Flat / Apartment,1945,3, Battesea,London
775000,House,1285,3,Loughton,Essex
3750000,House,4847,6,Camden,London
750000,Flat / Apartment,880,2,Lower Holloway,London
500000,Flat / Apartment,680,2, Battersea,London
1600000,Flat / Apartment,1282,2, Chelsea Harbour,London
700000,Flat / Apartment,836,2,Clerkenwell,London
780000,Flat / Apartment,767,2,Maida Vale,London
2750000,House,1782,4,Belgravia,London
660000,Flat / Apartment,603,1,,London
1195000,House,1602,5,,London
1699000,House,1993,5,Fulham,London
800000,Flat / Apartment,937,2,3 Albert Road,Queens Park
1250000,House,1450,3,,London
800000,Flat / Apartment,945,3, St. John's Wood,London
2250000,House,2351,5,,London
1250000,Flat / Apartment,1203,2, Canary Wharf,London
1875000,House,3478,7,,London
1250000,House,2804,5,Hanwell,London
2750000,House,2605,6, Fulham,London
550000,Flat / Apartment,896,2,,London
745000,Flat / Apartment,703,2,Fitzrovia,London
525000,Flat / Apartment,654,2, Putney,London
1150000,Flat / Apartment,882,2,257 City Road,London
2500000,House,2861,5,,London
799999,House,2156,4,Waltham Abbey,Essex
1050000,New development,612,1,Primrose Hill,London
2900000,Penthouse,1455,2,Marylebone,London
11950000,House,7226,5,Marylebone,London
3750000,House,5554,6,Esher,Surrey
850000,Flat / Apartment,1344,2, Esher,Surrey
1975000,House,2910,7,,London
2800000,House,2959,5, Chiswick,London
1400000,Flat / Apartment,732,2,South Kensington,London
725000,Flat / Apartment,1242,2,Barnes,London
2000000,Flat / Apartment,1335,2,,London
850000,Flat / Apartment,838,2,Prince of Wales Drive,London
255000,Flat / Apartment,440,1,De Beauvoir,London
795000,Flat / Apartment,919,2,,London
1500000,New development,843,1,Soho,London
5950000,Penthouse,1993,3,4 De Vere Gardens,London
3250000,House,1813,3,,London
550000,Flat / Apartment,893,2,54 Crowder Street,London
500000,Flat / Apartment,418,1,Kentish Town,London
2950000,House,3601,6,Wimbledon,London
1135000,House,1675,4, Wandsworth,London
775000,House,1469,4,Northwood,Middlesex
1799500,House,2761,6,Holloway,London
650000,Flat / Apartment,1018,2,Hackney,London
2350000,House,2835,4,Hampstead Garden Suburb,London
795000,Flat / Apartment,666,2,,London
1900000,Flat / Apartment,1963,4, Limehouse,London
1950000,House,1907,5,Barnes,London
950000,Flat / Apartment,1580,3, Northwood,Middlesex
1850000,Flat / Apartment,1332,2,,London
4950000,New development,2011,2,Duchess of Bedfords Walk,London
2685000,House,3873,6,Hampton,Middlesex
3995000,House,3480,3,Hampstead,London
6975000,Flat / Apartment,2583,3,St John's Wood,London
2250000,House,1269,2,Marylebone,London
2595000,House,3100,5,Barnes,London
650000,Flat / Apartment,767,2, Islington,London
685000,Flat / Apartment,783,3, Barnes,London
19450000,Flat / Apartment,4699,5,,London
1650000,House,2809,4,Kingston upon Thames,Surrey
600000,Flat / Apartment,1026,3,Bethnal Green,London
515000,Flat / Apartment,518,1,Hackney,London
699950,Flat / Apartment,743,2,18A Varden Street,London
750000,Flat / Apartment,1072,4,Queen Caroline Street,London
599950,Flat / Apartment,657,2,Battersea,London
2695000,House,2567,5,,London
3600000,New development,2000,3,,London
1050000,New development,1075,3, Canary Wharf,London
525000,Bungalow,583,2,Richmond,Surrey
575000,Flat / Apartment,810,2, Newham,London
500000,Flat / Apartment,536,1,Alexandra Avenue,London
795000,Flat / Apartment,753,2,Duke of Wellington Avenue,London
550000,Flat / Apartment,574,2,Coborn Street,London
1235000,Flat / Apartment,960,2,4 Wood Crescent,London
2595000,Flat / Apartment,1452,3,Marylebone,London
2350000,House,5303,5, Tadworth,Surrey
900000,House,1467,3,Bollo Bridge Road,London
1275000,House,1730,3,,London
2700000,Flat / Apartment,1665,3,33 Prince Albert Road,London
650000,Flat / Apartment,798,3, Brick Lane,London
475000,Flat / Apartment,425,1,,London
450000,Flat / Apartment,647,1,,London
550000,New development,728,2,Highbury,London
1150000,House,1398,3,Hackney,London
595000,Flat / Apartment,702,2,Chiswick,London
7500000,Flat / Apartment,2290,3,,London
4850000,House,5613,5,Hampstead,London
3195000,House,4923,6,Putney,London
795000,New development,925,2,Fortune Green,London
3100000,House,3080,5,Richmond,Surrey
2295000,House,2454,4,,London
2800000,House,2872,5,,London
1450000,House,2147,3,,London
2950000,New development,3336,6,,London
625000,Flat / Apartment,537,2,Fulham,London
1000000,House,1502,3,,London
575000,New development,800,2, West Ealing,London
1095000,House,1885,4,Esher,Surrey
425000,Flat / Apartment,590,2,Balham High Road,London
349995,Flat / Apartment,486,1,,London
1100000,Flat / Apartment,1335,3, Barons Court,Fulham
1800000,House,2366,4,,London
1050000,Flat / Apartment,958,2,,London
1600000,Flat / Apartment,1763,4,Fulham,London
4500000,House,3908,6,Barnes,London
1095000,House,1838,4,Woodford Green,Essex
1200000,Flat / Apartment,1083,2,Montaigne Close,London
2495000,Flat / Apartment,1753,3,Ennismore Gardens,London
1275000,House,1750,4,Battersea,London
1500000,Flat / Apartment,798,2, St. James's,London
600000,Flat / Apartment,630,2,Maida Vale,London
1100000,Flat / Apartment,908,2,,London
575000,House,971,3,Raynes Park,London
925000,Flat / Apartment,893,2,Clapham,London
1495000,House,2433,4, Loughton,Essex
4750000,Flat / Apartment,2500,3,,London
2000000,House,2189,3,,London
799950,Flat / Apartment,1040,2,,Battersea
1300000,House,1347,3,Chiswick,London
1100000,Flat / Apartment,2043,4,Putney,London
1200000,Flat / Apartment,890,1,,London
9250000,House,5139,4,,London
1499000,House,3238,5,East Molesey,Surrey
475000,Flat / Apartment,977,3, Watford,Hertfordshire
925000,Flat / Apartment,944,2,,London
1450000,Flat / Apartment,961,2,Holland Villas Road,London
1995000,House,3443,5,Thames Ditton,Surrey
2195000,Flat / Apartment,1623,3,,London
550000,Flat / Apartment,797,2,Great West Road,London
1950000,House,2054,5,Bishops Park,Fulham
1375000,House,1360,3,Putney,London
799999,Flat / Apartment,1090,2,,London
440000,Flat / Apartment,847,2,10 Frobisher Yard,London
3500000,Flat / Apartment,1956,3,Marylebone,London
475000,Flat / Apartment,895,2, Bow,London
825000,Flat / Apartment,1312,3,Brondesbury,London
3500000,House,2956,5,Primrose Hill,London
950000,Flat / Apartment,1239,3,,Richmond Hill
2750000,Flat / Apartment,1474,3,,London
625000,Flat / Apartment,928,2, Stratford,London
1295000,New development,1487,2,63 Mortlake High Street,London
2950000,House,2995,5,Putney,London
899995,Flat / Apartment,834,2,Notting Hill,London
1300000,House,1907,4,Hackney,London
1495000,House,1020,2,Belsize Park,London
795000,Flat / Apartment,922,2,Barnes,London
1450000,House,2106,4,Chiswick,London
795000,Flat / Apartment,860,2,,London
765000,Flat / Apartment,993,2,Wandsworth,London
2150000,House,2309,5,,London
825000,Flat / Apartment,616,1,East Smithfield,London
9500000,House,4277,4,,London
1575000,House,1703,4, Fulham,London
1575000,House,2514,4,Kingston upon Thames,Surrey
1350000,House,1900,4,,London
2050000,Flat / Apartment,1003,2,,London
1999950,Flat / Apartment,802,2,,London
875000,Flat / Apartment,943,2,Hampstead,London
1275000,House,1445,3,,London
2850000,House,2833,5,Chiswick,London
3500000,House,3775,7,Bedford Park,London
1875000,House,2618,5,,London
2100000,House,2139,5,Chiswick,London
3750000,Flat / Apartment,2315,4, St John's Wood,London
2450000,Flat / Apartment,1289,2,Little Venice,London
498000,Flat / Apartment,554,1, Canary Wharf,London
590000,Flat / Apartment,795,2,33 Eltringham Street,London
900000,Flat / Apartment,756,2,,London
1195000,Flat / Apartment,850,1,,London
2195000,Flat / Apartment,1268,2,,London
2400000,House,3029,6,,London
850000,Flat / Apartment,975,3, Battersea,London
4250000,House,6632,7,East Molesey,Surrey
1025000,Flat / Apartment,1070,3, Marylebone,London
520000,Flat / Apartment,411,1,Marylebone,London
1950000,House,2158,3,Putney,London
8950000,New development,2956,3,10 Whitehall Place,London
799950,House,686,2,,London
1295000,House,1364,3,Hackney,London
775000,House,1149,2,Esher,Surrey
410000,Flat / Apartment,547,1,Blackheath,London
625000,Flat / Apartment,541,1,10-12 Lawn Lane,London
650000,Flat / Apartment,571,1,,London
595000,Flat / Apartment,735,2,1 Spectrum Way,London
2650000,New development,1191,2,Stone Hall Gardens,London
2500000,House,2882,6,Wandsworth,London
950000,House,1661,4,Battersea,London
820000,New development,797,1,,4 Circus Road West
1225000,Flat / Apartment,2056,3, Putney,London
1795000,Flat / Apartment,1118,2,Notting Hill,London
1000000,House,1666,3,Esher,Surrey
2295000,House,2899,4,Putney,London
5000000,Flat / Apartment,2248,4,Campden Hill Road,London
2895000,House,3414,6,Putney,London
1000000,Flat / Apartment,728,2,,London
625000,Flat / Apartment,825,2,,London
3000000,House,4088,6,Ealing,London
3950000,New development,4438,5,Wimbledon,London
2999000,House,3295,6,,London
965000,Flat / Apartment,925,2,Pimlico,London
2000000,House,2127,4,Barnes,London
5000000,House,2332,4,,Marylebone
3450000,New development,3802,5,Wimbledon,London
895000,Flat / Apartment,555,1,,London
5000000,House,7879,6,,Surrey
1095000,House,1256,4,,London
5650000,House,2753,4,Belgravia,London
2820000,New development,3900,5,Blackheath,London
2250000,House,2835,5,Wimbledon,London
1450000,House,1667,4,South Hackney,London
700000,Flat / Apartment,997,2,,London
1850000,Penthouse,1836,2, Spitalfields,London
3000000,House,3325,7,Bloomsbury,London
1525000,House,2232,5,,London
1350000,Penthouse,1117,2,Clerkenwell,London
625000,Flat / Apartment,636,1,Clerkenwell,London
1650000,House,1576,4,Fulham,London
450000,Flat / Apartment,500,1,Camden,London
1625000,House,1372,4,,London
1000000,House,1528,4,,Northwood
850000,Flat / Apartment,848,2,Clerkenwell,London
2495000,House,3609,6,,Twickenham
2250000,House,2469,4,,London
3950000,House,2803,5,St. John's Wood,London
1750000,House,2396,5,,London
1195000,Flat / Apartment,678,1, Marylebone,London
650000,Flat / Apartment,1077,2,Wandsworth,London
3000000,House,3027,5, Parsons Green,London
550000,Flat / Apartment,960,2, Bow,London
1000000,Flat / Apartment,659,1,67 Lower Sloane Street,London
9950000,House,4876,6,Regent's Park,London
11950000,House,4785,5,,London
1500000,House,2123,5,Wandsworth,London
599999,Flat / Apartment,665,2,,London
995000,Flat / Apartment,1021,2,,London
525000,Flat / Apartment,565,1,Camden,London
2395000,Flat / Apartment,1190,3,,London
2100000,Flat / Apartment,1367,3, Kensington,London
800000,Flat / Apartment,1044,2,Wandsworth,London
885000,Flat / Apartment,1113,3, Putney,London
2395000,House,2881,5,Putney,London
1680000,Flat / Apartment,1502,3, Paddington,London
2000000,House,2178,4,Chiswick,London
1175000,House,1752,3,Chiswick,London
2350000,House,2720,6,Fulham,London
4200000,House,4591,6,Richmond,Surrey
1550000,Flat / Apartment,1227,2,Notting Hill,London
2500000,House,2314,4, Fulham,London
695000,Flat / Apartment,871,2,Highbury Stadium Square,London
775000,House,1368,3,Esher,Surrey
4950000,House,4622,6,,London
1795000,Flat / Apartment,1402,4,,London
2550000,House,2665,5,Wandsworth,London
565000,Flat / Apartment,711,2, Battersea,London
2500000,Flat / Apartment,1950,3,50 Holland Street,London
885000,Flat / Apartment,920,2,Wandsworth,London
399950,New development,362,1,Putney,London
895000,Flat / Apartment,1013,2, Primrose Hill,London
550000,Flat / Apartment,654,2,,London
1450000,House,2270,4,,London
1160000,New development,861,2,101 Wood Lane,London
2500000,Flat / Apartment,1227,2, St John's Wood,London
1575000,Flat / Apartment,699,1,,London
2500000,House,3613,7,Highgate,London
1150000,Flat / Apartment,682,1,,London
1450000,House,1727,4,,London
2650000,House,1304,2,,London
1175000,House,1601,4,Wimbledon,London
360000,Flat / Apartment,630,2,South Hackney,London
670000,Flat / Apartment,920,2, Putney,London
799500,Flat / Apartment,898,2,,London
1250000,House,1828,4,Fulham,London
350000,Flat / Apartment,422,1,Monks Drive,London
895000,House,1579,4,Thames Ditton,Surrey
1500000,House,2122,5, Esher,Surrey
4250000,House,1978,4,Knightsbridge,London
1225000,Flat / Apartment,1262,3,,London
1150000,House,1447,4,,London
14850000,House,7800,6,,London
2250000,House,2422,5,,London
405000,Flat / Apartment,376,1,South Hackney,London
2750000,House,5310,5,Loughton,Essex
1695000,House,2160,4,Islington,London
850000,Flat / Apartment,770,2,Islington,London
1295000,Flat / Apartment,924,2,101 Wood Lane,London
2750000,Flat / Apartment,1765,3,Hammersmith,London
2750000,Flat / Apartment,1539,3, Vauxhall,London
1500000,Flat / Apartment,638,1,,London
599950,Flat / Apartment,495,1,Clerkenwell,London
1100000,Flat / Apartment,1461,3,1 School Mews,London
4750000,House,2890,5,Belsize Park,London
2500000,House,3053,5,Barnes,London
1250000,Flat / Apartment,1281,2,1 Brasenose Drive,London
1650000,New development,1887,2,63 Mortlake High Street,London
6250000,House,3215,5,Chelsea,London
5295000,Penthouse,2807,4, St John's Wood,London
3500000,House,1481,3,,London
14500000,House,7156,6,,London
4250000,House,2631,2,,London
699950,Flat / Apartment,1087,3,9 The Downs,London
1100000,Flat / Apartment,718,1,,London
3100000,House,2885,6, Fulham,London
700000,Flat / Apartment,990,2, Battersea,London
1600000,Flat / Apartment,1078,2, Westminster,London
625000,House,899,2,Putney,London
1895000,House,1975,5,Swiss Cottage,London
485000,Flat / Apartment,454,1,Notting Hill,London
2150000,House,2887,6,Ealing,London
1200000,House,1358,2,,London
565000,Flat / Apartment,895,2, Greenwich,London
600000,Flat / Apartment,736,3,,London
1850000,New development,1978,3,63 Mortlake High Street,London
1275000,House,1766,4,Wandsworth,London
2100000,House,1913,4,,London
3450000,Flat / Apartment,2377,5,,London
1050000,New development,546,1,Primrose Hill,London
6950000,New development,4295,5,Hampstead,London
999950,Penthouse,764,2,,London
995000,Flat / Apartment,1115,2, Battersea,London
1150000,Flat / Apartment,1346,3,Highgate,London
2200000,Penthouse,1715,2,63 Mortlake High Street,London
1800000,Penthouse,1490,2,63 Mortlake High Street,London
680000,Flat / Apartment,681,2,,London
925000,New development,1033,3, Maida Vale,London
1800000,Flat / Apartment,1441,3,Little Venice,London
1000000,Flat / Apartment,923,2,Islington,London
1765000,House,3354,5,Esher,Surrey
835000,Flat / Apartment,744,2,11 Brewhouse Yard,London
1900000,House,2599,5,,London
1900000,Flat / Apartment,2114,2,8 Princelet Street,London
540000,Flat / Apartment,615,2,Putney,London
899950,Flat / Apartment,1025,3,70 Sancroft Street,London
5950000,House,6776,8,Clapham,London
460000,Flat / Apartment,767,2,Copperwood Place,London
730000,Flat / Apartment,626,2,Medway Street,London
1495000,Flat / Apartment,1618,3,,London
525000,House,833,3,Upshirebury Green,Essex
1195000,Flat / Apartment,839,2,St. John's Wood,London
775000,Flat / Apartment,828,2,,London
3200000,House,2634,5,Battersea,London
2495000,House,4185,6,Esher,Surrey
699950,House,1037,3,Kingston upon Thames,Surrey
500000,Flat / Apartment,955,2,Northwood,Middlesex
699999,Flat / Apartment,970,2,,London
500000,Flat / Apartment,462,1,,London
1150000,House,1774,4,East Molesey,Surrey
2170000,New development,1083,3, Earls Court,London
1395000,Flat / Apartment,924,2,,London
2300000,House,2062,4,,London
899995,Flat / Apartment,863,2, Old Street,London
900000,House,902,2,,London
6395000,House,2944,3,St. John's Wood,London
1350000,Flat / Apartment,750,2,33 Ebury Street,London
5000000,Penthouse,4004,4, Pimlico,London
2300000,House,2713,6,Fulham,London
6100000,Flat / Apartment,2625,5, Marylebone,London
950000,House,968,2,Ealing,London
2325000,Penthouse,1895,4,Pimlico,London
17950000,House,14358,7,Hampstead Garden Suburb,London
1195000,Flat / Apartment,1039,3,Old Brompton Road,London
2250000,House,1874,5,Chiswick,London
595000,Flat / Apartment,674,2, Battersea,London
700000,Flat / Apartment,801,3,,London
675000,Flat / Apartment,736,2,,London
800000,Flat / Apartment,907,2, Ealing,London
1100000,Flat / Apartment,1156,2,,London
995000,Flat / Apartment,685,2,,London
3500000,Flat / Apartment,2423,4, St. John's Wood,London
3950000,House,4188,7,Chiswick,London
6750000,House,3719,5,,London
9000000,House,4039,5,,London
700000,Flat / Apartment,1221,3, Stanmore,Middlesex
500000,Flat / Apartment,945,4,Clapham,London
950000,Flat / Apartment,870,2,Clerkenwell,London
1100000,New development,1310,2,,London
470000,Penthouse,496,1, Shoreditch,London
2980000,House,3433,6,Richmond,Surrey
1250000,Flat / Apartment,969,3,Primrose Hill,London
850000,House,1017,2,Battersea,London
1325000,Flat / Apartment,1167,3,Tufton Street,London
6950000,Flat / Apartment,1584,3,199 Knightsbridge,London
650000,House,1386,4,Northwood,Middlesex
3400000,House,2441,4,Hammersmith,London
1650000,Flat / Apartment,1189,2,76 Marsham Street,London
2750000,Flat / Apartment,2080,4, Chelsea,London
2200000,Flat / Apartment,1119,2,Marylebone,London
3875000,House,4095,7, Fulham,London
4350000,Penthouse,2494,3,,London
475000,Flat / Apartment,542,1,23 Plumbers Row,London
450000,Flat / Apartment,738,2,4 Killick Way,London
1450000,Flat / Apartment,1067,2,,London
2250000,Flat / Apartment,1539,2,,London
4750000,House,8081,7,Esher,Surrey
3500000,House,3001,5,Barnes,London
865000,Flat / Apartment,1551,3,3 Arnhem Place,London
8250000,Penthouse,4555,5, Southwark,London
7500000,House,3792,5,Regent's Park,London
7925000,House,2648,4,Mayfair,London
5250000,House,4144,6,Battersea Park,London
595000,Flat / Apartment,795,2,Woodberry Grove,London
2650000,House,2454,6,Fulham,London
5950000,Penthouse,2220,4, St John's Wood,London
5600000,Flat / Apartment,2509,4, St. John's Wood,London
2250000,House,3889,4,Esher,Surrey
1100000,House,1454,4,,London
1195000,Flat / Apartment,1024,3, Fulham,London
975000,Flat / Apartment,1194,3,Hackney,London
600000,Flat / Apartment,1219,3, Bushey,Hertfordshire
4950000,New development,1627,2,66 Chiltern Street,Marylebone
995000,House,1762,4,Pinner,Middlesex
725000,Flat / Apartment,521,1,Notting Hill,London
2750000,New development,1184,2,,London
1375000,New development,1203,3,Canary Wharf,London
1850000,Penthouse,1268,2, Canary Wharf,London
1825000,New development,934,2,Victoria,London
807995,New development,1650,5,Suttons Lane,Hornchurch
1325000,Flat / Apartment,2403,4, Putney,London
750000,Flat / Apartment,596,1,,London
575000,New development,531,1, Canary Wharf,London
1425000,Flat / Apartment,983,2,,London
550000,Flat / Apartment,672,2,205 Richmond Road,London
2200000,Flat / Apartment,1337,3,Duchess of Bedfords Walk,London
2000000,House,1450,4,Islington,London
640000,New development,794,3, London,N1 6FU
3500000,House,3247,5,,London
765000,Flat / Apartment,1234,3,Royal Docks,London
7500000,House,3871,5,Ebury Street,London
875000,Flat / Apartment,782,2,,London
4350000,New development,8151,5,Queens Drive,Oxshott
475000,House,1018,3,Loughton,Essex
1320000,New development,1452,2,63 Mortlake High Street,London
550000,Flat / Apartment,558,2, Halton Road,London
5395000,Flat / Apartment,1845,3,,London
300000,Flat / Apartment,573,1,Northwood,Middlesex
1600000,Flat / Apartment,1535,4,Paddington,London
890000,Flat / Apartment,800,2,Clerkenwell,London
862000,New development,978,3, Battersea,London
775000,New development,636,1, Battersea,London
1600000,New development,1500,3,Barnes,London
1950000,Flat / Apartment,1376,2,,London
680000,Flat / Apartment,484,1,54-57 Devonshire Street,London
7600000,House,2896,4,,London
1800000,Flat / Apartment,1386,3,Prince of Wales Drive,London
1490000,Flat / Apartment,1452,3,Prince of Wales Drive,London
1500000,Flat / Apartment,1088,2,Albert Bridge Road,London
1100000,Flat / Apartment,1056,1, Clerkenwell,London
1030000,Flat / Apartment,959,2,Brook Green,London
1350000,Flat / Apartment,1007,2,3 Wood Crescent,London
880000,Flat / Apartment,693,2,188 Cromwell Road,London
875000,Flat / Apartment,1278,2, Canary Wharf,London
544999,Flat / Apartment,792,2, Greenwich,London
799000,Flat / Apartment,835,1,,London
5250000,Flat / Apartment,2456,4, Chelsea,London
2150000,New development,2453,4,Highgate,London
2000000,New development,2421,4,Highgate,London
1000000,House,2701,4,Brentford,London
3850000,Flat / Apartment,995,2,Mayfair,London
875000,Flat / Apartment,1193,2, Richmond,Surrey
700000,Flat / Apartment,1025,3,,London
2000000,House,2282,4,,London
7250000,New development,3185,4,Primrose Hill,London
3250000,Flat / Apartment,2476,4,,London
1075000,Flat / Apartment,724,1,,London
2850000,Flat / Apartment,2163,4,Bickenhall Street,London
1650000,Flat / Apartment,1139,3, Chelsea,London
1700000,Flat / Apartment,788,2, Mayfair,London
1350000,House,1552,4,,London
2395000,House,2277,4,Stoke Newington,London
5750000,House,3059,5,,London
895000,Flat / Apartment,648,2,,London
2500000,House,2316,5,Stanmore,Middlesex
850000,House,1384,5,Northwood,Middlesex
3650000,House,2390,4,Marylebone,London
2800000,House,3502,6,Barnes,London
595000,Flat / Apartment,632,1,Richmond,Surrey
3499000,House,4831,5,Putney,London
2350000,House,3134,6,Putney,London
925000,House,1607,4,Northwood,Middlesex
950000,Flat / Apartment,911,2,,London
4000000,House,3394,6, Fulham,London
525000,Flat / Apartment,1030,3,32 Duckett Street,London
575000,Flat / Apartment,924,2, Greenwich,London
1495000,House,1965,4,Shepherd's Bush,London
500000,Flat / Apartment,546,2,,London
1199950,House,2041,4,Esher,Surrey
3000000,House,2607,5,,London
925000,New development,666,1,Duchess Walk,London
18950000,Flat / Apartment,3541,4,,London
3250000,House,1929,4,Notting Hill,London
1200000,Flat / Apartment,1574,3, Canary Wharf,London
1250000,House,1500,4,Northwood,Middlesex
1250000,House,1252,3,Stoke Newington,London
4350000,Flat / Apartment,1773,3,19-21 Chesham Street,London
450000,Flat / Apartment,440,1,,London
2950000,Flat / Apartment,1055,2,Kensington Gore,London
1000000,House,1758,4,Loughton,Essex
400000,House,571,1,Canary Wharf,London
1200000,Flat / Apartment,569,1,,London
2500000,House,4348,6, Ham,Richmond
950000,Flat / Apartment,519,1,St James's,London
1300000,Flat / Apartment,1210,3,Hampstead,London
800000,Flat / Apartment,1066,2, Canary Wharf,London
2650000,House,3788,4, Loughton,Essex
2995000,House,4543,5, Loughton,Essex
2350000,New development,4300,5,Esher,Surrey
799000,House,1589,4,Surbiton,Surrey
4650000,House,3343,4,,London
695000,New development,551,1,,London
2350000,House,5011,6,Esher,Surrey
1999000,Flat / Apartment,2247,3,,London
995000,Flat / Apartment,1073,2,,London
1200000,Flat / Apartment,1147,3, Fulham,London
2999000,Flat / Apartment,1581,3,Prince Albert Road,London
2995000,House,2486,5, Fulham,London
525000,Flat / Apartment,420,1,,London
600000,Flat / Apartment,799,2,22 Ensign Street,London
6995000,House,8880,7,Clapham,London
1000000,Flat / Apartment,1156,3,Buckingham Palace Road,London
875000,Flat / Apartment,648,1, London,Chelsea
3950000,House,2029,4,Regent's Park,London
18500000,House,8603,6,Marylebone,London
485000,Flat / Apartment,563,1,Hackney,London
12750000,House,7526,6,Marylebone,London
1000000,House,1690,4, Chigwell,Essex
1000000,New development,1636,3, Chigwell,Essex
950000,New development,1560,3, Chigwell,Essex
650000,New development,1139,4,Perivale,Greenford
1295000,Flat / Apartment,1372,2,Wimbledon,London
3650000,House,5424,6,Kingston upon Thames,Surrey
550000,Flat / Apartment,691,1, Canary Wharf,London
1000000,New development,1610,3,Esher,Surrey
9500000,House,4683,6,Notting Hill,London
1750000,Penthouse,1535,3,St John's Wood,London
1650000,Flat / Apartment,1698,4,252 Old Brompton Road,London
1700000,Flat / Apartment,1796,3, Barnes,London
685000,Flat / Apartment,655,1,,London
800000,Flat / Apartment,993,2,Wandsworth,London
4995000,House,8042,6,Northwood,Middlesex
2650000,House,3468,5,Putney,London
3500000,New development,2720,5,Barnes,London
320000,Flat / Apartment,469,1, Canary Wharf,London
8500000,Penthouse,3041,3,,London
2700000,New development,1087,3, Fitzrovia,London
3095000,Flat / Apartment,1450,3,,London
3750000,Penthouse,1589,3,St James's,London
800000,Flat / Apartment,572,1,City Of London,London
4250000,House,2940,4,Islington,London
700000,Flat / Apartment,736,1, Barnes,London
2650000,House,4828,7,Northwood,Middlesex
4750000,House,4206,4,East Sheen,London
3750000,Penthouse,2433,3, Marylebone,London
2800000,House,4378,8,Chigwell,Essex
1100000,Flat / Apartment,1024,2,Shoreditch,London
2695000,House,3646,7,Putney,London
1850000,New development,942,2,4 Radnor Terrace,London
325000,Flat / Apartment,538,1,,London
2750000,House,3574,6,,London
3500000,Penthouse,1662,3, Westminster,London
4075000,House,5675,7,Putney,London
6950000,New development,1968,3,6 Campden Hill,London
2500000,House,2597,4,Highgate,London
830000,New development,600,1, Earls Court,London
1425000,New development,911,2, Earls Court,London
14500000,Flat / Apartment,4506,4, Marylebone,London
699950,Flat / Apartment,901,1,St Johns Wood,London
1125000,House,1458,4,Richmond,Surrey
900000,New development,522,1, Farringdon,London
915000,Flat / Apartment,1186,2,,London
19000000,House,6796,7,Belgravia,London
525000,Flat / Apartment,844,2, Canary Wharf,London
1100000,Flat / Apartment,781,2,Hampstead,London
8850000,Penthouse,5138,3,44 The Bishops Avenue,London
2985000,New development,1835,2,,London
5695000,House,3110,4,St John's Wood,London
